classname ; numberOfVersionsUntil: ; numberOfFixesUntil: ; numberOfRefactoringsUntil: ; numberOfAuthorsUntil: ; linesAddedUntil: ; maxLinesAddedUntil: ; avgLinesAddedUntil: ; linesRemovedUntil: ; maxLinesRemovedUntil: ; avgLinesRemovedUntil: ; codeChurnUntil: ; maxCodeChurnUntil: ; avgCodeChurnUntil: ; ageWithRespectTo: ; weightedAgeWithRespectTo: ; bugs ; nonTrivialBugs ; majorBugs ; criticalBugs ; highPriorityBugs ; 
org::eclipse::mylyn::internal::tasks::core::TaskExternalizationException ; 4 ; 0 ; 0 ; 2 ; 8.0 ; 6.0 ; 2.0 ; 6.0 ; 4.0 ; 1.5 ; 2.0 ; 5.0 ; 0.5 ; 90.4286 ; 58.125 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::monitor::core::AbstractMonitorLog ; 16 ; 0 ; 2 ; 3 ; 45.0 ; 8.0 ; 2.8125 ; 35.0 ; 5.0 ; 2.1875 ; 10.0 ; 4.0 ; 0.625 ; 109.857 ; 48.0794 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::provisional::commons::ui::CommonThemes ; 3 ; 0 ; 0 ; 2 ; 14.0 ; 10.0 ; 4.66667 ; 11.0 ; 10.0 ; 3.66667 ; 3.0 ; 3.0 ; 1.0 ; 45.8571 ; 27.6531 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::actions::AbstractTaskAction ; 13 ; 0 ; 0 ; 3 ; 47.0 ; 13.0 ; 3.61538 ; 43.0 ; 11.0 ; 3.30769 ; 4.0 ; 3.0 ; 0.307692 ; 91.8571 ; 36.7234 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::wiki::TracWikiPageHistoryPageSource ; 3 ; 0 ; 0 ; 2 ; 5.0 ; 4.0 ; 1.66667 ; 2.0 ; 1.0 ; 0.666667 ; 3.0 ; 3.0 ; 1.0 ; 81.8571 ; 58.8 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::wikitext::core::parser::outline::OutlineParser ; 14 ; 1 ; 0 ; 2 ; 104.0 ; 38.0 ; 7.42857 ; 51.0 ; 21.0 ; 3.64286 ; 53.0 ; 17.0 ; 3.78571 ; 32.7143 ; 11.4258 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::twiki::core::block::ListBlock ; 2 ; 0 ; 0 ; 1 ; 6.0 ; 6.0 ; 3.0 ; 6.0 ; 6.0 ; 3.0 ; 0.0 ; 0.0 ; 0.0 ; 23.8571 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::context::ui::HighlighterImageDescriptor ; 6 ; 0 ; 0 ; 2 ; 22.0 ; 8.0 ; 3.66667 ; 22.0 ; 8.0 ; 3.66667 ; 0.0 ; 4.0 ; 0.0 ; 139.714 ; 83.948 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::actions::TaskSelectionDialog ; 52 ; 0 ; 0 ; 3 ; 1225.0 ; 388.0 ; 23.5577 ; 755.0 ; 373.0 ; 14.5192 ; 470.0 ; 250.0 ; 9.03846 ; 136.571 ; 76.8238 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteSecurityLevel ; 1 ; 0 ; 0 ; 1 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 19.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::actions::NewQueryAction ; 20 ; 0 ; 2 ; 3 ; 124.0 ; 47.0 ; 6.2 ; 49.0 ; 11.0 ; 2.45 ; 75.0 ; 45.0 ; 3.75 ; 139.571 ; 69.841 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::jira::core::JiraTaskDataHandler ; 6 ; 0 ; 0 ; 3 ; 59.0 ; 26.0 ; 9.83333 ; 133.0 ; 86.0 ; 22.1667 ; -74.0 ; 10.0 ; -12.3333 ; 114.571 ; 2.39709 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::ui::TracImages ; 9 ; 0 ; 0 ; 2 ; 19.0 ; 5.0 ; 2.11111 ; 16.0 ; 5.0 ; 1.77778 ; 3.0 ; 4.0 ; 0.333333 ; 95.5714 ; 59.2406 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::core::LocalTask ; 13 ; 0 ; 0 ; 3 ; 29.0 ; 6.0 ; 2.23077 ; 21.0 ; 4.0 ; 1.61538 ; 8.0 ; 5.0 ; 0.615385 ; 91.8571 ; 16.9212 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
