classname ; numberOfVersionsUntil: ; numberOfFixesUntil: ; numberOfRefactoringsUntil: ; numberOfAuthorsUntil: ; linesAddedUntil: ; maxLinesAddedUntil: ; avgLinesAddedUntil: ; linesRemovedUntil: ; maxLinesRemovedUntil: ; avgLinesRemovedUntil: ; codeChurnUntil: ; maxCodeChurnUntil: ; avgCodeChurnUntil: ; ageWithRespectTo: ; weightedAgeWithRespectTo: ; bugs ; nonTrivialBugs ; majorBugs ; criticalBugs ; highPriorityBugs ; 
org::eclipse::jdt::core::dom::MemberRef ; 25 ; 8 ; 0 ; 5 ; 228.0 ; 82.0 ; 9.12 ; 61.0 ; 8.0 ; 2.44 ; 167.0 ; 74.0 ; 6.68 ; 229.714 ; 10.4781 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::util::Annotation ; 11 ; 4 ; 0 ; 3 ; 193.0 ; 81.0 ; 17.5455 ; 12.0 ; 4.0 ; 1.09091 ; 181.0 ; 81.0 ; 16.4545 ; 222.857 ; 13.1984 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionOnQualifiedNameReference ; 32 ; 7 ; 0 ; 5 ; 219.0 ; 89.0 ; 6.84375 ; 207.0 ; 89.0 ; 6.46875 ; 12.0 ; 11.0 ; 0.375 ; 367.0 ; 53.9478 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::flow::LoopingFlowContext ; 52 ; 3 ; 0 ; 5 ; 991.0 ; 226.0 ; 19.0577 ; 633.0 ; 148.0 ; 12.1731 ; 358.0 ; 161.0 ; 6.88462 ; 367.0 ; 136.59 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::util::KeyKind ; 13 ; 2 ; 0 ; 4 ; 91.0 ; 31.0 ; 7.0 ; 49.0 ; 14.0 ; 3.76923 ; 42.0 ; 17.0 ; 3.23077 ; 175.0 ; 35.4835 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::core::dom::ChildListPropertyDescriptor ; 9 ; 5 ; 0 ; 4 ; 11.0 ; 5.0 ; 1.22222 ; 10.0 ; 5.0 ; 1.11111 ; 1.0 ; 1.0 ; 0.111111 ; 224.857 ; 86.3117 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::ast::TypeDeclaration ; 193 ; 30 ; 0 ; 12 ; 6571.0 ; 1071.0 ; 34.0466 ; 6072.0 ; 1123.0 ; 31.4611 ; 499.0 ; 174.0 ; 2.58549 ; 367.0 ; 111.711 ; 3 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::core::dom::ASTRequestor ; 12 ; 2 ; 0 ; 5 ; 228.0 ; 53.0 ; 19.0 ; 162.0 ; 35.0 ; 13.5 ; 66.0 ; 40.0 ; 5.5 ; 193.571 ; 4.72807 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::search::AbstractJavaSearchScope ; 1 ; 0 ; 0 ; 1 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 7.85714 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::core::search::SearchPattern ; 91 ; 8 ; 0 ; 9 ; 6880.0 ; 1627.0 ; 75.6044 ; 5271.0 ; 1359.0 ; 57.9231 ; 1609.0 ; 583.0 ; 17.6813 ; 236.0 ; 96.0161 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::core::jdom::DOMFactory ; 35 ; 6 ; 0 ; 7 ; 405.0 ; 155.0 ; 11.5714 ; 409.0 ; 155.0 ; 11.6857 ; -4.0 ; 12.0 ; -0.114286 ; 367.0 ; 46.4272 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::util::SignatureAttribute ; 6 ; 3 ; 0 ; 3 ; 104.0 ; 49.0 ; 17.3333 ; 6.0 ; 4.0 ; 1.0 ; 98.0 ; 49.0 ; 16.3333 ; 228.857 ; 14.8173 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::BinaryMember ; 43 ; 6 ; 0 ; 6 ; 409.0 ; 105.0 ; 9.51163 ; 317.0 ; 110.0 ; 7.37209 ; 92.0 ; 79.0 ; 2.13953 ; 367.0 ; 133.861 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::ast::MessageSend ; 168 ; 12 ; 0 ; 10 ; 2126.0 ; 307.0 ; 12.6548 ; 1719.0 ; 307.0 ; 10.2321 ; 407.0 ; 63.0 ; 2.42262 ; 367.0 ; 129.876 ; 4 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::XMLWriter ; 20 ; 4 ; 0 ; 7 ; 115.0 ; 14.0 ; 5.75 ; 175.0 ; 94.0 ; 8.75 ; -60.0 ; 5.0 ; -3.0 ; 244.571 ; 99.8596 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::parser::JavadocParser ; 92 ; 12 ; 0 ; 9 ; 2972.0 ; 319.0 ; 32.3043 ; 3264.0 ; 892.0 ; 35.4783 ; -292.0 ; 168.0 ; -3.17391 ; 239.143 ; 49.4217 ; 3 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::eval::CodeSnippetSingleNameReference ; 76 ; 10 ; 0 ; 7 ; 1763.0 ; 600.0 ; 23.1974 ; 1852.0 ; 600.0 ; 24.3684 ; -89.0 ; 43.0 ; -1.17105 ; 367.0 ; 81.0014 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::parser::RecoveredInitializer ; 54 ; 8 ; 0 ; 7 ; 740.0 ; 243.0 ; 13.7037 ; 669.0 ; 243.0 ; 12.3889 ; 71.0 ; 85.0 ; 1.31481 ; 367.0 ; 94.1838 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::util::WeakHashSetOfCharArray ; 4 ; 1 ; 0 ; 4 ; 18.0 ; 17.0 ; 4.5 ; 7.0 ; 6.0 ; 1.75 ; 11.0 ; 11.0 ; 2.75 ; 141.714 ; 23.2937 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::ast::Expression ; 149 ; 12 ; 0 ; 11 ; 5262.0 ; 483.0 ; 35.3154 ; 4660.0 ; 483.0 ; 31.2752 ; 602.0 ; 226.0 ; 4.04027 ; 367.0 ; 148.462 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::classfmt::MethodInfoWithAnnotations ; 2 ; 1 ; 0 ; 2 ; 1.0 ; 1.0 ; 0.5 ; 1.0 ; 1.0 ; 0.5 ; 0.0 ; 0.0 ; 0.0 ; 127.0 ; 69.2857 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::util::ConstantPool ; 10 ; 4 ; 0 ; 3 ; 60.0 ; 32.0 ; 6.0 ; 61.0 ; 33.0 ; 6.1 ; -1.0 ; 0.0 ; -0.1 ; 322.714 ; 97.4809 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::ast::ArrayTypeReference ; 47 ; 7 ; 0 ; 5 ; 320.0 ; 52.0 ; 6.80851 ; 262.0 ; 52.0 ; 5.57447 ; 58.0 ; 20.0 ; 1.23404 ; 367.0 ; 92.4138 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::impl::IntConstant ; 37 ; 6 ; 0 ; 6 ; 284.0 ; 64.0 ; 7.67568 ; 258.0 ; 64.0 ; 6.97297 ; 26.0 ; 22.0 ; 0.702703 ; 367.0 ; 81.749 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::search::matching::SuperTypeReferencePattern ; 82 ; 7 ; 0 ; 8 ; 2577.0 ; 325.0 ; 31.4268 ; 2733.0 ; 325.0 ; 33.3293 ; -156.0 ; 81.0 ; -1.90244 ; 367.0 ; 77.5985 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnQualifiedAllocationExpression ; 29 ; 4 ; 0 ; 5 ; 184.0 ; 69.0 ; 6.34483 ; 185.0 ; 69.0 ; 6.37931 ; -1.0 ; 6.0 ; -0.0344828 ; 367.0 ; 49.3261 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::core::dom::SuperFieldAccess ; 39 ; 14 ; 0 ; 7 ; 465.0 ; 167.0 ; 11.9231 ; 264.0 ; 167.0 ; 6.76923 ; 201.0 ; 74.0 ; 5.15385 ; 333.143 ; 70.569 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::ExternalPackageFragmentRoot ; 7 ; 0 ; 0 ; 1 ; 23.0 ; 11.0 ; 3.28571 ; 6.0 ; 4.0 ; 0.857143 ; 17.0 ; 10.0 ; 2.42857 ; 16.0 ; 2.03106 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::lookup::MethodScope ; 89 ; 9 ; 0 ; 9 ; 2001.0 ; 399.0 ; 22.4831 ; 1889.0 ; 399.0 ; 21.2247 ; 112.0 ; 117.0 ; 1.25843 ; 367.0 ; 118.103 ; 1 ; 1 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::CompilationResult ; 81 ; 18 ; 0 ; 9 ; 1835.0 ; 349.0 ; 22.6543 ; 1569.0 ; 379.0 ; 19.3704 ; 266.0 ; 79.0 ; 3.28395 ; 367.0 ; 130.299 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::util::KeyToSignature ; 32 ; 1 ; 0 ; 4 ; 413.0 ; 92.0 ; 12.9062 ; 122.0 ; 26.0 ; 3.8125 ; 291.0 ; 80.0 ; 9.09375 ; 175.714 ; 24.9862 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::jdom::DOMType ; 58 ; 11 ; 0 ; 7 ; 1851.0 ; 721.0 ; 31.9138 ; 1730.0 ; 721.0 ; 29.8276 ; 121.0 ; 77.0 ; 2.08621 ; 367.0 ; 49.3741 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::ast::ForStatement ; 86 ; 11 ; 0 ; 8 ; 1629.0 ; 335.0 ; 18.9419 ; 1535.0 ; 335.0 ; 17.8488 ; 94.0 ; 65.0 ; 1.09302 ; 367.0 ; 76.4774 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::lookup::MissingTypeBinding ; 2 ; 1 ; 0 ; 2 ; 1.0 ; 1.0 ; 0.5 ; 1.0 ; 1.0 ; 0.5 ; 0.0 ; 0.0 ; 0.0 ; 16.5714 ; 13.5714 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::ast::TrueLiteral ; 24 ; 5 ; 0 ; 4 ; 167.0 ; 70.0 ; 6.95833 ; 174.0 ; 70.0 ; 7.25 ; -7.0 ; 8.0 ; -0.291667 ; 367.0 ; 66.3601 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnKeyword3 ; 11 ; 4 ; 0 ; 6 ; 21.0 ; 4.0 ; 1.90909 ; 17.0 ; 4.0 ; 1.54545 ; 4.0 ; 3.0 ; 0.363636 ; 282.0 ; 82.7755 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::formatter::FormatJavadocText ; 7 ; 2 ; 0 ; 2 ; 139.0 ; 75.0 ; 19.8571 ; 28.0 ; 13.0 ; 4.0 ; 111.0 ; 63.0 ; 15.8571 ; 9.14286 ; 1.58068 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::ImportDeclarationElementInfo ; 10 ; 3 ; 0 ; 6 ; 16.0 ; 5.0 ; 1.6 ; 28.0 ; 18.0 ; 2.8 ; -12.0 ; 5.0 ; -1.2 ; 271.0 ; 86.4107 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::formatter::comment::SubstitutionTextReader ; 7 ; 6 ; 0 ; 1 ; 12.0 ; 4.0 ; 1.71429 ; 10.0 ; 4.0 ; 1.42857 ; 2.0 ; 2.0 ; 0.285714 ; 168.857 ; 93.3452 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::ast::NormalAnnotation ; 18 ; 9 ; 1 ; 6 ; 211.0 ; 84.0 ; 11.7222 ; 53.0 ; 14.0 ; 2.94444 ; 158.0 ; 84.0 ; 8.77778 ; 222.714 ; 21.6087 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::lookup::SourceTypeBinding ; 224 ; 16 ; 0 ; 12 ; 6579.0 ; 1041.0 ; 29.3705 ; 5717.0 ; 1041.0 ; 25.5223 ; 862.0 ; 146.0 ; 3.84821 ; 367.0 ; 115.991 ; 6 ; 0 ; 1 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::SetContainerOperation ; 10 ; 2 ; 0 ; 2 ; 86.0 ; 60.0 ; 8.6 ; 62.0 ; 51.0 ; 6.2 ; 24.0 ; 9.0 ; 2.4 ; 105.0 ; 22.3239 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::lookup::AnnotationBinding ; 12 ; 3 ; 0 ; 5 ; 233.0 ; 165.0 ; 19.4167 ; 78.0 ; 34.0 ; 6.5 ; 155.0 ; 131.0 ; 12.9167 ; 184.714 ; 78.8087 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::LRUCacheEnumerator ; 15 ; 4 ; 0 ; 5 ; 121.0 ; 69.0 ; 8.06667 ; 119.0 ; 69.0 ; 7.93333 ; 2.0 ; 6.0 ; 0.133333 ; 367.0 ; 68.9906 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::JavaModelInfo ; 27 ; 5 ; 0 ; 5 ; 152.0 ; 42.0 ; 5.62963 ; 182.0 ; 32.0 ; 6.74074 ; -30.0 ; 41.0 ; -1.11111 ; 367.0 ; 62.4445 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::core::dom::MethodDeclaration ; 73 ; 16 ; 0 ; 8 ; 2096.0 ; 439.0 ; 28.7123 ; 1160.0 ; 439.0 ; 15.8904 ; 936.0 ; 282.0 ; 12.8219 ; 333.143 ; 84.0883 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::search::matching::AndPattern ; 50 ; 6 ; 0 ; 8 ; 574.0 ; 115.0 ; 11.48 ; 707.0 ; 115.0 ; 14.14 ; -133.0 ; 14.0 ; -2.66 ; 367.0 ; 119.907 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::eval::CodeSnippetSuperReference ; 26 ; 6 ; 0 ; 6 ; 112.0 ; 54.0 ; 4.30769 ; 89.0 ; 54.0 ; 3.42308 ; 23.0 ; 7.0 ; 0.884615 ; 355.714 ; 79.8367 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::search::matching::OrPattern ; 60 ; 3 ; 0 ; 7 ; 986.0 ; 170.0 ; 16.4333 ; 1102.0 ; 170.0 ; 18.3667 ; -116.0 ; 35.0 ; -1.93333 ; 367.0 ; 74.1623 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::util::HashSetOfArray ; 3 ; 0 ; 0 ; 1 ; 149.0 ; 149.0 ; 49.6667 ; 149.0 ; 149.0 ; 49.6667 ; 0.0 ; 149.0 ; 0.0 ; 60.0 ; 1.28571 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::util::ClassFileStruct ; 14 ; 4 ; 0 ; 5 ; 53.0 ; 9.0 ; 3.78571 ; 61.0 ; 9.0 ; 4.35714 ; -8.0 ; 0.0 ; -0.571429 ; 322.714 ; 68.9003 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionOnSingleTypeReference ; 37 ; 6 ; 0 ; 6 ; 177.0 ; 65.0 ; 4.78378 ; 167.0 ; 65.0 ; 4.51351 ; 10.0 ; 11.0 ; 0.27027 ; 367.0 ; 82.0153 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::env::AccessRuleSet ; 16 ; 2 ; 0 ; 4 ; 151.0 ; 30.0 ; 9.4375 ; 109.0 ; 31.0 ; 6.8125 ; 42.0 ; 19.0 ; 2.625 ; 169.143 ; 46.8515 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::search::indexing::IndexAllProject ; 110 ; 7 ; 0 ; 9 ; 1350.0 ; 176.0 ; 12.2727 ; 1190.0 ; 176.0 ; 10.8182 ; 160.0 ; 30.0 ; 1.45455 ; 367.0 ; 92.3705 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::codegen::ObjectCache ; 31 ; 2 ; 0 ; 6 ; 571.0 ; 152.0 ; 18.4194 ; 578.0 ; 152.0 ; 18.6452 ; -7.0 ; 6.0 ; -0.225806 ; 367.0 ; 61.5161 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::util::ClassFileAttribute ; 10 ; 4 ; 0 ; 3 ; 29.0 ; 9.0 ; 2.9 ; 30.0 ; 10.0 ; 3.0 ; -1.0 ; 0.0 ; -0.1 ; 322.714 ; 50.9852 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::ast::ForeachStatement ; 84 ; 31 ; 0 ; 8 ; 2092.0 ; 395.0 ; 24.9048 ; 1163.0 ; 62.0 ; 13.8452 ; 929.0 ; 395.0 ; 11.0595 ; 223.429 ; 46.9666 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::core::dom::NodeEventHandler ; 14 ; 4 ; 0 ; 4 ; 279.0 ; 92.0 ; 19.9286 ; 43.0 ; 10.0 ; 3.07143 ; 236.0 ; 88.0 ; 16.8571 ; 224.857 ; 8.69329 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::eval::CodeSnippetClassFile ; 61 ; 13 ; 0 ; 8 ; 667.0 ; 241.0 ; 10.9344 ; 705.0 ; 241.0 ; 11.5574 ; -38.0 ; 5.0 ; -0.622951 ; 367.0 ; 79.6989 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::flow::FinallyFlowContext ; 36 ; 3 ; 0 ; 5 ; 842.0 ; 188.0 ; 23.3889 ; 593.0 ; 97.0 ; 16.4722 ; 249.0 ; 123.0 ; 6.91667 ; 367.0 ; 157.823 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::SourceJavadocParser ; 13 ; 2 ; 0 ; 4 ; 74.0 ; 29.0 ; 5.69231 ; 50.0 ; 29.0 ; 3.84615 ; 24.0 ; 29.0 ; 1.84615 ; 139.714 ; 13.749 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::lookup::UnresolvedReferenceBinding ; 50 ; 6 ; 0 ; 8 ; 271.0 ; 42.0 ; 5.42 ; 217.0 ; 42.0 ; 4.34 ; 54.0 ; 27.0 ; 1.08 ; 367.0 ; 128.633 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::CreateImportOperation ; 49 ; 4 ; 0 ; 7 ; 405.0 ; 136.0 ; 8.26531 ; 338.0 ; 136.0 ; 6.89796 ; 67.0 ; 17.0 ; 1.36735 ; 367.0 ; 104.855 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::builder::ReferenceCollection ; 28 ; 6 ; 0 ; 7 ; 407.0 ; 225.0 ; 14.5357 ; 365.0 ; 225.0 ; 13.0357 ; 42.0 ; 32.0 ; 1.5 ; 329.0 ; 74.1846 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::ast::InstanceOfExpression ; 74 ; 8 ; 0 ; 8 ; 1181.0 ; 247.0 ; 15.9595 ; 1310.0 ; 247.0 ; 17.7027 ; -129.0 ; 33.0 ; -1.74324 ; 367.0 ; 74.9741 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::core::dom::NodeSearcher ; 9 ; 4 ; 0 ; 4 ; 17.0 ; 4.0 ; 1.88889 ; 21.0 ; 6.0 ; 2.33333 ; -4.0 ; 0.0 ; -0.444444 ; 256.571 ; 48.3193 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::util::AnnotationComponent ; 6 ; 3 ; 0 ; 3 ; 148.0 ; 71.0 ; 24.6667 ; 6.0 ; 4.0 ; 1.0 ; 142.0 ; 71.0 ; 23.6667 ; 222.857 ; 10.582 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::core::dom::BreakStatement ; 34 ; 12 ; 0 ; 7 ; 316.0 ; 123.0 ; 9.29412 ; 181.0 ; 123.0 ; 5.32353 ; 135.0 ; 60.0 ; 3.97059 ; 333.143 ; 70.9878 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::ASTHolderCUInfo ; 13 ; 4 ; 0 ; 7 ; 52.0 ; 17.0 ; 4.0 ; 7.0 ; 4.0 ; 0.538462 ; 45.0 ; 17.0 ; 3.46154 ; 226.571 ; 29.2555 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMethodReturnType ; 11 ; 4 ; 0 ; 5 ; 18.0 ; 5.0 ; 1.63636 ; 21.0 ; 5.0 ; 1.90909 ; -3.0 ; 0.0 ; -0.272727 ; 319.714 ; 89.1905 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::ast::ImportReference ; 44 ; 9 ; 0 ; 6 ; 292.0 ; 61.0 ; 6.63636 ; 271.0 ; 61.0 ; 6.15909 ; 21.0 ; 16.0 ; 0.477273 ; 367.0 ; 78.2143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::builder::ClasspathJar ; 41 ; 5 ; 0 ; 8 ; 535.0 ; 87.0 ; 13.0488 ; 363.0 ; 87.0 ; 8.85366 ; 172.0 ; 41.0 ; 4.19512 ; 329.0 ; 80.2275 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::eval::VariablesInfo ; 18 ; 5 ; 0 ; 4 ; 134.0 ; 64.0 ; 7.44444 ; 136.0 ; 64.0 ; 7.55556 ; -2.0 ; 5.0 ; -0.111111 ; 367.0 ; 53.8454 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::DeleteResourceElementsOperation ; 52 ; 10 ; 0 ; 7 ; 355.0 ; 130.0 ; 6.82692 ; 355.0 ; 130.0 ; 6.82692 ; 0.0 ; 10.0 ; 0.0 ; 367.0 ; 51.1952 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::InternalNamingConventions ; 24 ; 7 ; 0 ; 7 ; 267.0 ; 108.0 ; 11.125 ; 124.0 ; 44.0 ; 5.16667 ; 143.0 ; 64.0 ; 5.95833 ; 278.571 ; 145.973 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
